Country,Region,Population,Area (sq. mi.),Pop. Density (per sq. mi.),Coastline (coast/area ratio),Net migration,Infant mortality (per 1000 births),GDP ($ per capita),Literacy (%),Phones (per 1000),Arable (%),Crops (%),Other (%),Climate,Birthrate,Deathrate,Agriculture,Industry,Service
"Portugal ","WESTERN EUROPE",10605870.92391,"114.8","1.94","3.57","5.05",18000,"93.3","399.2","21.75","7.81","70.44",3,"10.72","10.5","0.053","0.274","0.673"
